RMA                 Product  Serial Number   Failure Code         City           Delivery Document  Failures
T2014010332619      02-09    N59411103       No Problem Found     New York       B20140106155988    1
T2014010333172      01-09    L71969687       No Problem Found     New York       B20140107158559    1
T2014010333291      02-09    H83544055       No Problem Found     Los Angeles    B20140106159069    1
T2014010333937      02-09    M35095128       No Problem Found     Los Angeles    B20140106161956    1
T2014010334525      02-01    S38339030       No Problem Found     Atlanta        B20140106164572    1
T2014010336281      02-09    Q10391532       No Problem Found     Atlanta        B20140107172501    1
T2014010336777      01-02    S51871034       No Problem Found     New York       B20140106174763    1
T2014010337053      04-02    F99155774       No Problem Found     Los Angeles    B20140106176043    1
T2014010337606      01-09    T15002348       No Problem Found     Chicago        B20140106178540    1
T2014010337622      03-09    T37379452       No Problem Found     Los Angeles    B20140107178608    1
T2014010338639      02-09    K37559094       Mechanical Problem   Chicago        B20140106183191    1
T2014010338683      02-09    R10191021       Mechanical Problem   Atlanta        B20140107183388    1
T2014010339924      04-09    D85730506       Mechanical Problem   Los Angeles    B20140108188822    1
T2014010340036      04-09    G20364227       Mechanical Problem   Los Angeles    B20140108189336    1
T2014010340066      04-02    D88182588       Mechanical Problem   Atlanta        B20140106189470    1
T2014010340067      04-02    Q31950772       Mechanical Problem   Atlanta        B20140106189475    1
T2014010340826      02-01    K36383295       Mechanical Problem   Los Angeles    B20140110192905    1
T2014010340952      01-09    R92818678       Mechanical Problem   Los Angeles    B20140109193426    1
T2014010341417      01-09    H74035320       Mechanical Problem   New York       B20140115195509    1
T2014010341464      01-09    N16007310       Mechanical Problem   Los Angeles    B20140106195702    1
T2014010342413      01-02    C33923061       Mechanical Problem   New York       B20140117199927    1
T2014010342454      01-02    Q42779616       Mechanical Problem   Atlanta        B20140107200118    1
T2014010342842      01-02    A12538482       Mechanical Problem   New York       B20140109201879    1
T2014010344080      01-01    T57617248       Mechanical Problem   New York       B20140115207445    1
T2014010344186      01-01    H33399603       Mechanical Problem   New York       B20140106207892    1
T2014010344693      02-09    K36387062       Electrical Problem   Chicago        B20140108210176    1
T2014010344968      02-09    E43474388       Electrical Problem   Los Angeles    B20140116211422    1
T2014010345215      02-09    E57146120       Electrical Problem   New York       B20140115212563    1
T2014010345909      02-09    Q88866064       Electrical Problem   New York       B20140115215547    1
T2014010347478      04-02    H87756162       Electrical Problem   New York       B20140117222586    1
T2014010347670      04-02    K18325258       Electrical Problem   Atlanta        B20140108223415    1
T2014010348706      02-01    E51142330       Electrical Problem   New York       B20140117228185    1
T2014010349176      01-09    C48278408       Electrical Problem   Atlanta        B20140106230284    1
T2014010349304      01-09    A57582597       Electrical Problem   Los Angeles    B20140107230906    1
T2014010349325      01-09    B50740473       Electrical Problem   New York       B20140108230998    1
T2014010349326      01-09    Q23430892       Electrical Problem   Chicago        B20140115231001    1
T2014010349597      01-09    Q20223871       Electrical Problem   New York       B20140109232206    1
T2014010349712      01-09    P93953870       Electrical Problem   Atlanta        B20140109232718    1
T2014010349800      01-09    G91993891       Electrical Problem   New York       B20140109233132    1
T2014010349801      01-09    M75544937       Electrical Problem   Chicago        B20140107233135    1
T2014010349802      01-09    A30964393       Electrical Problem   Atlanta        B20140108233137    1
T2014010350722      01-02    K19749362       Electrical Problem   Los Angeles    B20140108237232    1
T2014010351058      01-02    P54921958       Electrical Problem   Atlanta        B20140106238741    1
T2014010351535      01-02    R9388PART       Electrical Problem   New York       B20140113240911    1
T2014010351536      01-02    Q58660459       Electrical Problem   New York       B20140106240915    1
T2014010351537      01-02    F45688608       Electrical Problem   Atlanta        B20140109240919    1
T2014010352212      01-02    S87327190       Electrical Problem   Los Angeles    B20140106243916    1
T2014010352213      01-02    T61280019       Electrical Problem   New York       B20140106243924    1
T2014010352214      01-02    T84665510       Electrical Problem   New York       B20140107243930    1
T2014010353412      01-02    Q44364314       Electrical Problem   New York       B20140109249323    1
T2014010400392      02-09    Q30048568       Software Problem     Los Angeles    B20140107010981    1
T2014010400393      02-09    Q51891381       Software Problem     Atlanta        B20140107010982    1
T2014010400534      02-09    M51965126       Software Problem     Los Angeles    B20140106011625    1
T2014010400728      02-09    Q34590850       Software Problem     Los Angeles    B20140116012467    1
T2014010401560      02-09    J82648145       Software Problem     Atlanta        B20140117016201    1
T2014010401561      02-09    Q62858147       Software Problem     Los Angeles    B20140108016209    1
T2014010401674      02-09    F82796100       Software Problem     New York       B20140109016711    1
T2014010402498      04-02    Q80607197       Software Problem     Atlanta        B20140109020491    1
T2014010402500      04-02    B14755110       Software Problem     New York       B20140109020499    1
T2014010402620      04-02    J76435386       Software Problem     Atlanta        B20140116021051    1
T2014010402649      04-02    L96822136       Software Problem     New York       B20140109021175    1
T2014010402651      04-02    N47432636       Software Problem     New York       B20140108021182    1
T2014010402654      04-02    E90465695       Software Problem     New York       B20140110021198    1
T2014010403209      02-03    L95867900       Software Problem     New York       B20140106023734    1
T2014010403361      02-02    F95657455       Software Problem     Los Angeles    B20140108024438    1
T2014010403769      01-09    R90885423       Software Problem     New York       B20140107026311    1
T2014010403876      01-09    Q44789934       Software Problem     New York       B20140108026782    1
T2014010403891      01-09    K94467214       Software Problem     Atlanta        B20140107026839    1
T2014010403893      01-09    B66620538       Software Problem     New York       B20140115026846    1
T2014010404251      01-09    M62971411       Software Problem     Atlanta        B20140106028417    1
